날짜,00시폭염,00시한파,00시강수,00시적설,00시체감온도,01시폭염,01시한파,01시강수,01시적설,01시체감온도,02시폭염,02시한파,02시강수,02시적설,02시체감온도,03시폭염,03시한파,03시강수,03시적설,03시체감온도,04시폭염,04시한파,04시강수,04시적설,04시체감온도,05시폭염,05시한파,05시강수,05시적설,05시체감온도,06시폭염,06시한파,06시강수,06시적설,06시체감온도,07시폭염,07시한파,07시강수,07시적설,07시체감온도,08시폭염,08시한파,08시강수,08시적설,08시체감온도,09시폭염,09시한파,09시강수,09시적설,09시체감온도,10시폭염,10시한파,10시강수,10시적설,10시체감온도,11시폭염,11시한파,11시강수,11시적설,11시체감온도,12시폭염,12시한파,12시강수,12시적설,12시체감온도,13시폭염,13시한파,13시강수,13시적설,13시체감온도,14시폭염,14시한파,14시강수,14시적설,14시체감온도,15시폭염,15시한파,15시강수,15시적설,15시체감온도,16시폭염,16시한파,16시강수,16시적설,16시체감온도,17시폭염,17시한파,17시강수,17시적설,17시체감온도,18시폭염,18시한파,18시강수,18시적설,18시체감온도,19시폭염,19시한파,19시강수,19시적설,19시체감온도,20시폭염,20시한파,20시강수,20시적설,20시체감온도,21시폭염,21시한파,21시강수,21시적설,21시체감온도,22시폭염,22시한파,22시강수,22시적설,22시체감온도,23시폭염,23시한파,23시강수,23시적설,23시체감온도,빨간날여부
2025-09-05,0,0,0,0,27.28428856,0,0,0,0,26.92930699,0,0,0,0,26.45496744,0,0,0,0,26.16191097,0,0,0,0,25.97546023,0,0,0,0,25.68770888,0,0,0,0,25.48789731,0,0,0,0,25.81025402,0,0,0,0,26.46223049,0,0,0,0,28.36113707,0,0,0,0,30.41678635,0,0,0,0,32.04248375,1,0,0,0,33.22445836,1,0,0,0,33.60027965,1,0,0,0,35.06298346,1,0,0,0,35.1166043,1,0,0,0,34.5138852,1,0,0,0,34.24329259,1,0,0,0,32.83285656,0,0,0,0,31.8163397,0,0,0,0,30.86154453,0,0,0,0,30.4471628,0,0,0,0,30.02327574,0,0,0,0,29.60929204,0
2025-09-06,0,0,0,0,29.30323889,0,0,0,0,29.33479919,0,0,0,0,29.40723197,0,0,0,0,29.31101154,0,0,1,0,28.9664928,0,0,1,0,28.52760078,0,0,1,0,28.28956691,0,0,1,0,28.17251299,0,0,1,0,28.20000878,0,0,1,0,28.33461277,0,0,1,0,28.89701206,0,0,1,0,28.57839606,0,0,1,0,30.09506195,0,0,0,0,30.85940953,0,0,0,0,31.98574384,0,0,0,0,32.44419504,0,0,0,0,31.54604554,0,0,1,0,29.52012264,0,0,1,0,27.78498231,0,0,0,0,27.71554878,0,0,1,0,27.35758607,0,0,0,0,27.50098792,0,0,0,0,27.64681755,0,0,0,0,27.78115428,1
2025-09-07,0,0,1,0,27.85184652,0,0,1,0,27.70128811,0,0,0,0,27.70936011,0,0,0,0,27.51016662,0,0,0,0,26.88477639,0,0,0,0,26.77147866,0,0,0,0,26.45496744,0,0,0,0,26.39035139,0,0,0,0,26.8946,0,0,0,0,27.24195487,0,0,0,0,28.17420323,0,0,0,0,29.02832396,0,0,0,0,29.55963175,0,0,0,0,30.31974393,0,0,0,0,29.64685771,0,0,0,0,29.36091639,0,0,0,0,28.80689461,0,0,0,0,28.53621422,0,0,0,0,28.35469254,0,0,0,0,27.6106521,0,0,0,0,26.77732415,0,0,0,0,26.31412938,0,0,0,0,25.32653283,0,0,0,0,24.8586,1
2025-09-08,0,0,0,0,24.71678187,0,0,0,0,24.35373973,0,0,0,0,23.82551853,0,0,0,0,23.55277746,0,0,0,0,23.41151906,0,0,0,0,23.02846691,0,0,0,0,22.48056469,0,0,0,0,22.66458616,0,0,0,0,23.40386131,0,0,0,0,24.32575105,0,0,0,0,26.33427954,0,0,0,0,27.22988714,0,0,0,0,28.95807805,0,0,0,0,30.11342278,0,0,0,0,31.38693258,0,0,0,0,31.72865139,0,0,0,0,30.64392593,0,0,0,0,29.5794347,0,0,0,0,28.58651246,0,0,0,0,27.68584508,0,0,0,0,27.11938414,0,0,0,0,26.46223049,0,0,0,0,26.35832908,0,0,0,0,26.0372019,0
2025-09-09,0,0,0,0,25.52112527,0,0,0,0,25.43099037,0,0,0,0,25.0131602,0,0,0,0,25.36862189,0,0,0,0,24.62355015,0,0,0,0,24.51496201,0,0,0,0,24.239518,0,0,0,0,23.96858478,0,0,0,0,24.35885503,0,0,0,0,25.11294617,0,0,0,0,26.19365702,0,0,0,0,27.42663852,0,0,0,0,27.77420704,0,0,0,0,28.47129423,0,0,0,0,27.67844559,0,0,0,0,27.62742086,0,0,0,0,28.56676646,0,0,0,0,28.88946148,0,0,0,0,28.04242892,0,0,0,0,26.83018714,0,0,0,0,25.93230522,0,0,0,0,25.06989931,0,0,0,0,24.51955707,0,0,0,0,23.77926908,0
2025-09-10,0,0,0,0,23.34183953,0,0,0,0,22.55813573,0,0,0,0,22.67319035,0,0,0,0,22.43147029,0,0,0,0,21.75552117,0,0,0,0,20.68329101,0,0,0,0,20.32267659,0,0,0,0,20.04050394,0,0,0,0,21.70653225,0,0,0,0,24.35885503,0,0,0,0,26.2666507,0,0,0,0,28.71146441,0,0,0,0,30.1036226,0,0,0,0,31.51810501,1,0,0,0,32.71072208,1,0,0,0,33.3518704,1,0,0,0,33.66208036,1,0,0,0,33.52697879,0,0,0,0,32.29317566,0,0,0,0,30.21168327,0,0,0,0,28.84255926,0,0,0,0,27.77885079,0,0,0,0,27.07596911,0,0,0,0,26.50685337,0
2025-09-11,0,0,0,0,24.9000453,0,0,0,0,23.81709894,0,0,0,0,23.70082592,0,0,0,0,23.30988823,0,0,0,0,22.68050815,0,0,0,0,22.01581252,0,0,0,0,21.56961346,0,0,0,0,21.75460278,0,0,0,0,23.62071781,0,0,0,0,25.37541091,0,0,0,0,27.68584508,0,0,0,0,29.54924213,0,0,0,0,30.74831812,0,0,0,0,31.85351982,1,0,0,0,33.06580655,1,0,0,0,33.71631132,1,0,0,0,34.14887638,1,0,0,0,33.6542673,0,0,0,0,32.37289659,0,0,0,0,30.64836879,0,0,0,0,29.69902303,0,0,0,0,28.8847971,0,0,0,0,28.25943565,0,0,0,0,27.45142333,0
2025-09-12,0,0,0,0,26.8606127,0,0,0,0,26.15396967,0,0,0,0,25.83766735,0,0,0,0,25.45701396,0,0,0,0,25.14889999,0,0,0,0,25.04778779,0,0,0,0,24.93337644,0,0,0,0,24.65206743,0,0,0,0,24.9845513,0,0,0,0,25.63925265,0,0,0,0,26.98711836,0,0,0,0,27.71768727,0,0,0,0,27.85184652,0,0,0,0,28.20000878,0,0,0,0,28.26659128,0,0,0,0,28.37465194,0,0,0,0,28.00745055,0,0,0,0,27.66775661,0,0,0,0,26.73396739,0,0,1,0,25.94831574,0,0,1,0,24.88033957,0,0,1,0,24.34635149,0,0,1,0,23.36374616,0,0,1,0,22.94510039,0
2025-09-13,0,0,1,0,22.63370295,0,0,1,0,22.32428114,0,0,1,0,21.91784652,0,0,1,0,21.82648875,0,0,1,0,22.08350413,0,0,1,0,22.04678083,0,0,0,0,22.10544179,0,0,0,0,22.47923468,0,0,1,0,23.54512894,0,0,1,0,23.86169851,0,0,0,0,24.5400134,0,0,0,0,25.70177933,0,0,0,0,26.65756487,0,0,0,0,28.22929944,0,0,0,0,28.64192411,0,0,0,0,28.75586612,0,0,0,0,29.61521814,0,0,0,0,28.77485687,0,0,0,0,27.77420704,0,0,0,0,27.22337723,0,0,0,0,26.40583373,0,0,0,0,25.80709267,0,0,0,0,25.23886185,0,0,0,0,24.79359486,1
2025-09-14,0,0,0,0,24.655,0,0,0,0,23.88497898,0,0,0,0,23.5678493,0,0,0,0,23.8406,0,0,0,0,23.7596697,0,0,0,0,23.62457827,0,0,0,0,23.51968159,0,0,0,0,23.44629707,0,0,0,0,24.01676593,0,0,0,0,25.30333008,0,0,0,0,26.62760921,0,0,0,0,27.6072,0,0,0,0,29.15224423,0,0,0,0,29.49879234,0,0,0,0,30.01962618,0,0,0,0,30.75914205,0,0,0,0,31.49807464,0,0,0,0,31.38869956,0,0,0,0,30.43719112,0,0,0,0,28.84586583,0,0,0,0,27.85184652,0,0,0,0,27.029054,0,0,0,0,26.2666507,0,0,0,0,25.70177933,1
2025-09-15,0,0,0,0,25.28052598,0,0,0,0,25.30275742,0,0,0,0,24.78846167,0,0,0,0,24.59479706,0,0,0,0,23.72947495,0,0,0,0,22.98393747,0,0,0,0,22.81955182,0,0,0,0,22.75300588,0,0,0,0,24.28406668,0,0,0,0,26.39143256,0,0,0,0,27.96551325,0,0,0,0,29.23913727,0,0,0,0,30.5594,0,0,0,0,31.2820359,0,0,0,0,32.03577988,1,0,0,0,32.71499709,1,0,0,0,32.73501063,1,0,0,0,32.50288597,0,0,0,0,31.57326353,0,0,0,0,30.24988178,0,0,0,0,28.98254679,0,0,0,0,28.28956691,0,0,0,0,27.74355194,0,0,0,0,26.70341181,0
2025-09-16,0,0,0,0,26.10251563,0,0,0,0,25.78683862,0,0,0,0,25.06989931,0,0,0,0,24.9604,0,0,0,0,24.41556398,0,0,0,0,24.04844182,0,0,0,0,24.20210865,0,0,0,0,24.46375171,0,0,0,0,25.22207529,0,0,0,0,26.77147866,0,0,0,0,27.31122612,0,0,0,0,28.28960462,0,0,0,0,28.61133327,0,0,0,0,28.88726656,0,0,1,0,25.94331513,0,0,1,0,24.36779312,0,0,1,0,25.2193966,0,0,0,0,26.14209858,0,0,0,0,25.99901576,0,0,1,0,26.08564045,0,0,1,0,25.8766,0,0,0,0,25.93275126,0,0,0,0,25.53544791,0,0,0,0,25.24750865,0
2025-09-17,0,0,0,0,25.28052598,0,0,0,0,25.2658,0,0,0,0,25.33423626,0,0,0,0,25.60616901,0,0,0,0,25.78683862,0,0,0,0,25.58501629,0,0,0,0,25.5127185,0,0,1,0,25.53544791,0,0,0,0,25.8181985,0,0,1,0,25.91240601,0,0,1,0,25.76930361,0,0,1,0,24.00091746,0,0,1,0,23.65472442,0,0,1,0,25.27451668,0,0,0,0,23.76357128,0,0,0,0,25.04211339,0,0,1,0,24.1115175,0,0,0,0,24.1245868,0,0,0,0,24.41352843,0,0,0,0,23.89722634,0,0,0,0,23.9290184,0,0,0,0,23.89559857,0,0,0,0,24.21778227,0,0,0,0,23.6845623,0
2025-09-18,0,0,0,0,23.06894589,0,0,0,0,22.83196167,0,0,0,0,22.7208,0,0,0,0,22.29726411,0,0,0,0,22.98376838,0,0,0,0,21.6998725,0,0,0,0,21.52664467,0,0,0,0,21.82901418,0,0,0,0,21.91943312,0,0,0,0,22.47923468,0,0,0,0,23.36418034,0,0,0,0,24.1115175,0,0,0,0,26.16818039,0,0,0,0,27.10551109,0,0,0,0,27.54701446,0,0,0,0,27.78115428,0,0,0,0,27.56133365,0,0,0,0,27.10551109,0,0,0,0,26.14308914,0,0,0,0,24.73933578,0,0,0,0,23.50202731,0,0,0,0,22.70714489,0,0,0,0,22.1385982,0,0,0,0,21.88660245,0
2025-09-19,0,0,0,0,21.36596731,0,0,0,0,21.19159045,0,0,0,0,20.8140881,0,0,0,0,20.78330802,0,0,0,0,20.57356638,0,0,0,0,20.44033658,0,0,0,0,20.56660867,0,0,0,0,20.4617164,0,0,0,0,20.85680439,0,0,0,0,21.27575854,0,0,0,0,21.770803,0,0,0,0,22.30469799,0,0,0,0,23.17157771,0,0,1,0,22.32428114,0,0,1,0,22.14735044,0,0,1,0,21.79860068,0,0,1,0,21.55834343,0,0,1,0,20.96671471,0,0,1,0,20.33066826,0,0,1,0,20.16204133,0,0,1,0,20.18513276,0,0,1,0,20.08409648,0,0,1,0,19.83364933,0,0,1,0,19.26882631,0
2025-09-20,0,0,1,0,19.32976405,0,0,1,0,18.96033762,0,0,1,0,18.93227129,0,0,1,0,18.7685084,0,0,1,0,18.65859808,0,0,1,0,18.93331087,0,0,1,0,19.32381439,0,0,1,0,20.01000333,0,0,0,0,19.94869853,0,0,0,0,20.51352275,0,0,0,0,21.49473632,0,0,0,0,21.8157369,0,0,0,0,22.77432754,0,0,0,0,23.27957257,0,0,0,0,24.51955707,0,0,0,0,25.38583932,0,0,0,0,24.96458597,0,0,0,0,25.20073242,0,0,0,0,24.39015503,0,0,0,0,23.78569949,0,0,0,0,23.33515444,0,0,0,0,22.15687797,0,0,0,0,21.84133471,0,0,0,0,21.45365146,1
2025-09-21,0,0,0,0,21.31685131,0,0,0,0,20.65254666,0,0,0,0,20.46356695,0,0,0,0,20.32287393,0,0,0,0,19.70172577,0,0,0,0,19.62000848,0,0,0,0,19.12490906,0,0,0,0,19.42389599,0,0,0,0,20.8573658,0,0,0,0,22.38651489,0,0,0,0,23.81709894,0,0,0,0,25.09537021,0,0,0,0,26.48222869,0,0,0,0,27.59741941,0,0,0,0,28.59077328,0,0,0,0,29.00342231,0,0,0,0,29.2487256,0,0,0,0,28.58448467,0,0,0,0,26.78976813,0,0,0,0,25.25920757,0,0,0,0,23.85971327,0,0,0,0,22.75549731,0,0,0,0,22.32325465,0,0,0,0,21.48499958,1
2025-09-22,0,0,0,0,20.8916577,0,0,0,0,20.74847833,0,0,0,0,20.37278119,0,0,0,0,19.89687485,0,0,0,0,19.68397398,0,0,0,0,19.26053031,0,0,0,0,18.91117048,0,0,0,0,18.85117365,0,0,0,0,19.42483197,0,0,0,0,21.10705795,0,0,0,0,23.03829185,0,0,0,0,24.73151393,0,0,0,0,26.17667777,0,0,0,0,26.57550577,0,0,0,0,26.92260356,0,0,0,0,26.28557851,0,0,0,0,26.42519709,0,0,0,0,26.41749116,0,0,0,0,26.0372019,0,0,0,0,24.35884732,0,0,0,0,23.77926908,0,0,0,0,23.07967931,0,0,0,0,22.93358995,0,0,0,0,22.74438725,0
2025-09-23,0,0,0,0,22.37178244,0,0,0,0,22.15687797,0,0,0,0,21.96886514,0,0,0,0,21.72706902,0,0,0,0,21.60008181,0,0,0,0,21.10835705,0,0,0,0,20.78330802,0,0,0,0,20.79042219,0,0,0,0,21.45365146,0,0,0,0,22.53079201,0,0,0,0,23.96557622,0,0,0,0,25.3449502,0,0,0,0,26.66400772,0,0,0,0,27.65071856,0,0,0,0,27.81018885,0,0,0,0,28.21495916,0,0,0,0,28.53621422,0,0,0,0,27.38347162,0,0,0,0,26.84485595,0,0,0,0,26.42201638,0,0,0,0,25.45701396,0,0,0,0,25.11729505,0,0,0,0,24.95035327,0,0,0,0,24.63686375,0
2025-09-24,0,0,0,0,24.16028597,0,0,0,0,23.53247334,0,0,0,0,23.23140034,0,0,0,0,22.82591456,0,0,0,0,21.97515445,0,0,0,0,22.12609257,0,0,0,0,21.82648875,0,0,0,0,22.29025867,0,0,0,0,23.19683834,0,0,0,0,24.22211753,0,0,0,0,24.81357576,0,0,0,0,25.30753004,0,0,1,0,25.58501629,0,0,1,0,24.85927263,0,0,1,0,24.29138547,0,0,1,0,24.38641495,0,0,1,0,24.78846167,0,0,1,0,24.90870266,0,0,1,0,24.62827942,0,0,1,0,24.46719699,0,0,1,0,23.35273246,0,0,1,0,23.22318316,0,0,1,0,23.32927151,0,0,0,0,23.43535986,0
2025-09-25,0,0,0,0,24.37574458,0,0,1,0,23.59327847,0,0,0,0,23.48228791,0,0,0,0,24.09734934,0,0,0,0,22.95798248,0,0,0,0,22.75167465,0,0,0,0,23.15457796,0,0,0,0,22.93351704,0,0,0,0,22.93493536,0,0,0,0,23.637,0,0,0,0,24.5825143,0,0,0,0,25.2003564,0,0,0,0,25.78775703,0,0,0,0,26.70970269,0,0,0,0,27.04236384,0,0,0,0,27.76387522,0,0,0,0,28.07534226,0,0,0,0,27.63934956,0,0,0,0,27.03401444,0,0,0,0,25.7073062,0,0,0,0,24.36779312,0,0,0,0,24.03801989,0,0,0,0,23.10009487,0,0,0,0,22.72898799,0
2025-09-26,0,0,0,0,21.86173396,0,0,0,0,22.06636718,0,0,0,0,21.76295559,0,0,0,0,21.49178134,0,0,0,0,20.66951432,0,0,0,0,20.36059326,0,0,0,0,19.84572485,0,0,0,0,20.02164588,0,0,0,0,20.8009638,0,0,0,0,20.99532776,0,0,0,0,21.64747161,0,0,0,0,23.20918801,0,0,0,0,24.77354196,0,0,0,0,26.47556579,0,0,0,0,27.55151378,0,0,0,0,28.91856112,0,0,0,0,28.97430894,0,0,0,0,28.51145853,0,0,0,0,26.84485595,0,0,0,0,25.47062735,0,0,0,0,25.1432455,0,0,0,0,24.55111618,0,0,0,0,24.02499611,0,0,0,0,23.47156943,0
2025-09-27,0,0,0,0,22.4154,0,0,0,0,21.6520213,0,0,0,0,21.08778532,0,0,0,0,20.29084265,0,0,0,0,19.90954577,0,0,0,0,19.74340111,0,0,0,0,19.2200659,0,0,0,0,19.25566758,0,0,0,0,20.40738181,0,0,0,0,22.88590268,0,0,0,0,24.77636376,0,0,0,0,27.04236384,0,0,0,0,28.11711887,0,0,0,0,28.87808925,0,0,0,0,28.85334389,0,0,0,0,28.94516183,0,0,0,0,28.54523945,0,0,0,0,28.28165546,0,0,0,0,27.55027999,0,0,0,0,26.37110825,0,0,0,0,25.04778779,0,0,0,0,24.35885503,0,0,0,0,23.9290184,0,0,0,0,23.78569949,1
2025-09-28,0,0,0,0,23.58361932,0,0,0,0,23.6845623,0,0,0,0,23.51501893,0,0,0,0,23.41151906,0,0,0,0,23.38845991,0,0,1,0,22.93358995,0,0,1,0,22.23170924,0,0,1,0,21.72706902,0,0,1,0,21.32696743,0,0,1,0,21.2956,0,0,1,0,19.57691614,0,0,1,0,20.61702262,0,0,1,0,21.03304643,0,0,0,0,21.38393249,0,0,0,0,23.83804217,0,0,0,0,22.7781409,0,0,0,0,23.06894589,0,0,0,0,22.69274139,0,0,0,0,22.83310769,0,0,0,0,21.83452126,0,0,0,0,22.10161611,0,0,0,0,21.69925115,0,0,0,0,21.54852143,0,0,0,0,21.25268869,1
2025-09-29,0,0,0,0,20.29603788,0,0,0,0,19.72448536,0,0,0,0,19.89252354,0,0,0,0,19.11326829,0,0,0,0,18.71840639,0,0,0,0,20.10701758,0,0,0,0,18.37974427,0,0,0,0,18.57522367,0,0,0,0,18.81090417,0,0,0,0,19.84134888,0,0,0,0,21.70653225,0,0,0,0,22.63758963,0,0,0,0,22.56261735,0,0,0,0,24.14906167,0,0,0,0,24.75427576,0,0,0,0,25.59534955,0,0,0,0,25.43099037,0,0,0,0,26.08564045,0,0,0,0,24.26834664,0,0,0,0,22.63758963,0,0,0,0,22.4154,0,0,0,0,22.0020155,0,0,0,0,21.32696743,0,0,0,0,20.41002288,0
2025-09-30,0,0,0,0,20.34703486,0,0,0,0,20.04362327,0,0,0,0,19.84134888,0,0,0,0,20.36205916,0,0,0,0,19.29791412,0,0,0,0,19.52788907,0,0,0,0,19.08573741,0,0,0,0,19.22788274,0,0,0,0,19.63977748,0,0,0,0,20.46382682,0,0,0,0,21.10705795,0,0,0,0,21.90519852,0,0,0,0,22.61646027,0,0,0,0,23.6876124,0,0,0,0,25.72251186,0,0,0,0,25.23886185,0,0,0,0,25.33423626,0,0,0,0,24.83153632,0,0,0,0,24.01676593,0,0,0,0,22.95966082,0,0,0,0,22.01581252,0,0,0,0,21.71174382,0,0,0,0,21.3974,0,0,0,0,21.29946083,0
2025-10-01,0,0,0,0,20.75158364,0,0,0,0,20.22246458,0,0,0,0,20.22544564,0,0,0,0,19.6668,0,0,0,0,19.82082718,0,0,0,0,19.29208864,0,0,0,0,18.48464095,0,0,0,0,18.28235471,0,0,0,0,18.96919217,0,0,0,0,21.20750446,0,0,0,0,22.7710366,0,0,0,0,24.19024828,0,0,0,0,24.59252863,0,0,0,0,26.02515849,0,0,0,0,27.29596206,0,0,0,0,27.60073061,0,0,0,0,26.37280901,0,0,0,0,25.24089263,0,0,0,0,24.01132339,0,0,0,0,23.42471156,0,0,0,0,22.87748703,0,0,0,0,22.22643919,0,0,0,0,21.6520213,0,0,0,0,21.32696743,0
2025-10-02,0,0,0,0,20.75158364,0,0,0,0,20.60760698,0,0,0,0,20.34703486,0,0,0,0,20.40621092,0,0,0,0,20.32308339,0,0,0,0,19.47852407,0,0,0,0,19.27152434,0,0,0,0,18.75492981,0,0,0,0,19.90654433,0,0,0,0,21.52664467,0,0,0,0,23.19683834,0,0,0,0,25.0622,0,0,0,0,26.2105966,0,0,0,0,27.77420704,0,0,0,0,27.78498231,0,0,0,0,27.45485574,0,0,0,0,27.40210595,0,0,0,0,26.33365936,0,0,0,0,25.5127185,0,0,0,0,24.8586,0,0,0,0,24.04416499,0,0,0,0,23.59551258,0,0,0,0,23.44629707,0,0,0,0,23.03929984,0
2025-10-03,0,0,0,0,22.80159139,0,0,0,0,22.89401972,0,0,0,0,22.69274139,0,0,0,0,22.68050815,0,0,1,0,22.67159494,0,0,1,0,22.47091596,0,0,0,0,21.56961346,0,0,0,0,21.55936136,0,0,0,0,21.54034043,0,0,1,0,21.84133471,0,0,1,0,21.68943672,0,0,1,0,21.95199691,0,0,0,0,23.43606014,0,0,0,0,23.76866152,0,0,1,0,23.79869831,0,0,0,0,23.87636223,0,0,0,0,23.6373172,0,0,0,0,23.70874926,0,0,0,0,23.58143932,0,0,0,0,23.40386131,0,0,0,0,23.42471156,0,0,0,0,23.30328877,0,0,0,0,23.09021884,0,0,0,0,22.84195186,1
2025-10-04,0,0,0,0,22.93304574,0,0,0,0,22.71240337,0,0,0,0,22.85831922,0,0,0,0,22.89030151,0,0,0,0,22.82591456,0,0,0,0,22.82591456,0,0,0,0,22.95966082,0,0,0,0,22.69413915,0,0,0,0,23.35642952,0,0,0,0,23.51618964,0,0,0,0,23.85575867,0,0,0,0,24.30937186,0,0,0,0,24.79359486,0,0,0,0,25.596466,0,0,0,0,26.86180262,0,0,0,0,26.93627549,0,0,0,0,26.51192208,0,0,0,0,26.01099421,0,0,0,0,25.79201602,0,0,0,0,25.61225114,0,0,0,0,25.4694,0,0,0,0,25.46347452,0,0,0,0,24.39015503,0,0,0,0,24.20757782,1
2025-10-05,0,0,0,0,24.79950615,0,0,0,0,24.3496,0,0,0,0,24.29138547,0,0,0,0,23.99959165,0,0,0,0,23.86412724,0,0,0,0,23.65521216,0,0,0,0,23.72201866,0,0,0,0,23.46213941,0,0,0,0,23.79809704,0,0,0,0,23.86412724,0,0,1,0,23.54144821,0,0,1,0,23.48228791,0,0,1,0,23.01649586,0,0,0,0,23.67355919,0,0,1,0,23.47962623,0,0,1,0,23.22318316,0,0,0,0,23.55375705,0,0,0,0,23.43535986,0,0,0,0,23.1170948,0,0,0,0,22.6116522,0,0,0,0,22.51075038,0,0,0,0,22.43131531,0,0,0,0,22.85566774,0,0,1,0,22.61063674,1
2025-10-06,0,0,0,0,22.48056469,0,0,0,0,22.5061792,0,0,0,0,22.67159494,0,0,0,0,22.47071479,0,0,0,0,22.15687797,0,0,0,0,21.79860068,0,0,0,0,21.53701977,0,0,0,0,21.67489065,0,0,1,0,21.26947603,0,0,1,0,19.84469852,0,0,1,0,18.68787787,0,0,1,0,18.75733635,0,0,0,0,18.8212865,0,0,1,0,18.6210392,0,0,1,0,18.42123373,0,0,1,0,17.83909306,0,0,1,0,17.12906649,0,0,1,0,16.85177387,0,0,1,0,16.49105865,0,0,1,0,16.1517243,0,0,1,0,15.9520666,0,0,1,0,15.94825328,0,0,1,0,15.92550139,0,0,1,0,15.97141549,1
2025-10-07,0,0,1,0,16.25802368,0,0,1,0,16.64560138,0,0,1,0,16.76077474,0,0,1,0,16.80938308,0,0,1,0,17.14922265,0,0,1,0,17.4586476,0,0,1,0,17.52496007,0,0,1,0,17.74902849,0,0,1,0,17.79641137,0,0,0,0,18.50979744,0,0,0,0,19.31038694,0,0,0,0,19.82430239,0,0,0,0,20.79240572,0,0,0,0,21.05546645,0,0,0,0,21.19159045,0,0,1,0,20.94944231,0,0,0,0,21.05834305,0,0,1,0,21.17330582,0,0,1,0,21.23802183,0,0,1,0,20.81939211,0,0,0,0,20.53557746,0,0,0,0,20.62594344,0,0,1,0,21.29946083,0,0,1,0,20.56781991,1
2025-10-08,0,0,0,0,20.583,0,0,0,0,20.4812,0,0,0,0,21.49899378,0,0,0,0,20.36059326,0,0,0,0,20.70227558,0,0,0,0,21.12780012,0,0,0,0,20.9422033,0,0,0,0,18.90422767,0,0,0,0,19.72041783,0,0,0,0,21.55936136,0,0,0,0,23.85971327,0,0,0,0,25.61132518,0,0,0,0,26.84793534,0,0,0,0,28.03524859,0,0,0,0,29.03382112,0,0,0,0,29.7085857,0,0,0,0,29.92719739,0,0,0,0,28.45178279,0,0,0,0,26.32351816,0,0,0,0,24.9005957,0,0,0,0,24.29138547,0,0,0,0,23.79809704,0,0,0,0,23.85097992,0,0,0,0,23.23474509,1
2025-10-09,0,0,0,0,22.45168529,0,0,0,0,22.15687797,0,0,0,0,21.90776465,0,0,0,0,21.90776465,0,0,0,0,21.6261766,0,0,0,0,21.47110879,0,0,0,0,21.25278086,0,0,0,0,21.3250564,0,0,0,0,21.45876932,0,0,0,0,21.53104158,0,0,0,0,22.14891336,0,0,0,0,22.67853362,0,0,0,0,23.94972277,0,0,0,0,24.1115175,0,0,0,0,23.99866299,0,0,0,0,23.29171286,0,0,0,0,22.07475244,0,0,0,0,21.89951683,0,0,0,0,21.34651667,0,0,0,0,20.88425175,0,0,0,0,20.42071426,0,0,0,0,19.93108136,0,0,0,0,18.88469521,0,0,0,0,18.28798254,1
2025-10-10,0,0,0,0,17.86696143,0,0,1,0,17.55949492,0,0,1,0,16.90153697,0,0,1,0,17.21371419,0,0,1,0,17.09020895,0,0,1,0,17.2468172,0,0,1,0,17.29097621,0,0,1,0,17.43204212,0,0,1,0,18.06505423,0,0,0,0,17.79132089,0,0,1,0,18.10888867,0,0,1,0,18.79287544,0,0,1,0,18.74200969,0,0,1,0,19.0407631,0,0,1,0,18.96033762,0,0,1,0,18.85117365,0,0,1,0,18.86531333,0,0,1,0,18.63284572,0,0,1,0,18.46630685,0,0,1,0,18.32886713,0,0,1,0,18.46630685,0,0,1,0,18.28731393,0,0,1,0,18.41196145,0,0,1,0,18.649192,0
2025-10-11,0,0,1,0,18.52368176,0,0,1,0,18.58448259,0,0,1,0,18.649192,0,0,1,0,18.82585863,0,0,1,0,19.02232395,0,0,1,0,19.1723524,0,0,1,0,19.52788907,0,0,1,0,19.55087341,0,0,1,0,20.1113629,0,0,1,0,20.36059326,0,0,0,0,20.89726459,0,0,0,0,21.9419735,0,0,0,0,22.7781409,0,0,0,0,24.34184578,0,0,0,0,25.31375187,0,0,0,0,25.31375187,0,0,0,0,25.32811786,0,0,0,0,24.95082804,0,0,1,0,24.183127,0,0,1,0,23.79423583,0,0,1,0,23.78086152,0,0,1,0,23.37563315,0,0,1,0,22.26707291,0,0,1,0,21.63185787,1
